seq-read,01-ext4,215313168,205.33
seq-read,02-ext4+integrity,197182972,188.04
seq-read,03-ext4+integrity-no-journal,201140843,191.82
seq-read,04-ext4+integrity-bitmap-mode,195561895,186.5
seq-read,05-ext4+crypt,214090777,204.17
seq-read,06-ext4+crypt-integrity,203762016,194.32
seq-read,07-ext4+crypt-plain,212456575,202.61
seq-read,08-ext4+crypt-plain+integrity,194789960,185.76
seq-read,09-ext4+raid,238016588,226.99
seq-read,11-ext4+lvm,214481454,204.54
seq-read,12-ext4+lvm+raid,237103379,226.11
seq-read,13-ext4+lvm+raid+integrity-no-journal,206988919,197.4
seq-read,14-ext4+lvm+raid+integrity-no-journal+crypt,206741872,197.16
seq-read,15-btrfs,220926663,210.69
seq-read,16-btrfs-raid1,215413227,205.43
seq-read,17-btrfs-raid1+crypt,211451971,201.65
seq-write,01-ext4,218630746,208.5
seq-write,02-ext4+integrity,54815226,52.27
seq-write,03-ext4+integrity-no-journal,186888700,178.23
seq-write,04-ext4+integrity-bitmap-mode,179378820,171.06
seq-write,05-ext4+crypt,218663280,208.53
seq-write,06-ext4+crypt-integrity,56522865,53.9
seq-write,07-ext4+crypt-plain,217791189,207.7
seq-write,08-ext4+crypt-plain+integrity,55881835,53.29
seq-write,09-ext4+raid,205635475,196.1
seq-write,11-ext4+lvm,214664999,204.72
seq-write,12-ext4+lvm+raid,205424307,195.9
seq-write,13-ext4+lvm+raid+integrity-no-journal,131137220,125.06
seq-write,14-ext4+lvm+raid+integrity-no-journal+crypt,121223160,115.6
seq-write,15-btrfs,207403953,197.79
seq-write,16-btrfs-raid1,200791148,191.48
seq-write,17-btrfs-raid1+crypt,196932757,187.8
rand-read,01-ext4,1690644,1.61
rand-read,02-ext4+integrity,1676979,1.59
rand-read,03-ext4+integrity-no-journal,1677519,1.59
rand-read,04-ext4+integrity-bitmap-mode,1640979,1.56
rand-read,05-ext4+crypt,1672564,1.59
rand-read,06-ext4+crypt-integrity,1676810,1.59
rand-read,07-ext4+crypt-plain,1698407,1.61
rand-read,08-ext4+crypt-plain+integrity,1675266,1.59
rand-read,09-ext4+raid,2946918,2.81
rand-read,11-ext4+lvm,1652652,1.57
rand-read,12-ext4+lvm+raid,2955634,2.81
rand-read,13-ext4+lvm+raid+integrity-no-journal,2805693,2.67
rand-read,14-ext4+lvm+raid+integrity-no-journal+crypt,3041577,2.9
rand-read,15-btrfs,1631219,1.55
rand-read,16-btrfs-raid1,1886275,1.79
rand-read,17-btrfs-raid1+crypt,1782521,1.69
rand-write,01-ext4,2093065,1.99
rand-write,02-ext4+integrity,1244225,1.18
rand-write,03-ext4+integrity-no-journal,1636699,1.56
rand-write,04-ext4+integrity-bitmap-mode,1441783,1.37
rand-write,05-ext4+crypt,2081150,1.98
rand-write,06-ext4+crypt-integrity,1223461,1.16
rand-write,07-ext4+crypt-plain,2073128,1.97
rand-write,08-ext4+crypt-plain+integrity,1091026,1.04
rand-write,09-ext4+raid,1787666,1.7
rand-write,11-ext4+lvm,2120590,2.02
rand-write,12-ext4+lvm+raid,1794233,1.71
rand-write,13-ext4+lvm+raid+integrity-no-journal,1219435,1.16
rand-write,14-ext4+lvm+raid+integrity-no-journal+crypt,1543651,1.47
rand-write,15-btrfs,2770823,2.64
rand-write,16-btrfs-raid1,1950703,1.86
rand-write,17-btrfs-raid1+crypt,5133880,4.89
